,Unnamed: 0,drama,action,adventure,animation,crime,fantasy,music,musical,mystery,romance,science fiction,sport,thriller,war,western,family film
16135,19937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16136,19938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16137,19939,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16138,19940,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16139,19941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16140,19942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16141,19946,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
16142,19947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16143,19948,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16144,19949,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
16145,19951,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16146,19952,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16147,19953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16148,19955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16149,19956,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16150,19957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16151,19958,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16152,19959,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16153,19961,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
16154,19962,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
16155,19963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16156,19964,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16157,19965,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16158,19966,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16159,19967,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16160,19968,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16161,19969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16162,19971,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16163,19973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16164,19974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16165,19975,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
16166,19976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16167,19977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16168,19978,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16169,19979,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16170,19980,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16171,19981,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16172,19982,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16173,19986,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16174,19987,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16175,19988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16176,19989,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16177,19990,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16178,19991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16179,19992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16180,19993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16181,19994,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16182,19995,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16183,19997,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16184,19998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16185,20002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16186,20003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16187,20004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16188,20005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16189,20006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16190,20007,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
16191,20008,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16192,20009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16193,20010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16194,20011,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16195,20012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16196,20013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16197,20014,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
16198,20015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16199,20016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16200,20017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16201,20018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16202,20019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16203,20020,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
16204,20021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16205,20022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16206,20023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16207,20024,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16208,20025,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
16209,20026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16210,20027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16211,20028,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16212,20029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16213,20031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16214,20034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16215,20035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16216,20036,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16217,20037,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16218,20038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16219,20039,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16220,20040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16221,20041,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16222,20043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16223,20046,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16224,20048,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16225,20049,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16226,20050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16227,20051,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16228,20052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16229,20053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16230,20057,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16231,20059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16232,20060,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16233,20061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16234,20062,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16235,20063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16236,20064,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16237,20065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16238,20066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16239,20067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16240,20068,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16241,20069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16242,20071,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16243,20072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16244,20074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16245,20075,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16246,20076,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16247,20077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16248,20078,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16249,20079,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16250,20080,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16251,20081,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16252,20082,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16253,20084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16254,20087,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16255,20088,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16256,20089,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16257,20090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16258,20091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16259,20092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16260,20093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16261,20095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16262,20097,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16263,20098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16264,20099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16265,20100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16266,20101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16267,20102,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16268,20103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16269,20104,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16270,20106,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16271,20107,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
16272,20108,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16273,20109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16274,20110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16275,20111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16276,20113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16277,20114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16278,20115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16279,20116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16280,20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16281,20118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16282,20119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16283,20120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16284,20122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16285,20123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16286,20125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16287,20126,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16288,20127,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16289,20130,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16290,20131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16291,20133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16292,20134,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16293,20135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16294,20136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16295,20140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16296,20141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16297,20142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16298,20143,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
16299,20144,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16300,20145,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
16301,20146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16302,20147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16303,20148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16304,20150,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16305,20151,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
16306,20152,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16307,20153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16308,20154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16309,20155,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16310,20156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16311,20157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16312,20158,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16313,20160,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
16314,20161,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16315,20163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16316,20166,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16317,20167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16318,20168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16319,20169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16320,20170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16321,20171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16322,20172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16323,20173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16324,20174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16325,20176,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16326,20177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16327,20179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16328,20181,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16329,20182,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16330,20183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16331,20184,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16332,20185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16333,20186,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
16334,20187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16335,20188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16336,20189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16337,20190,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16338,20191,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16339,20192,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16340,20193,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16341,20194,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16342,20195,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16343,20196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16344,20197,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16345,20198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16346,20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16347,20200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16348,20201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16349,20202,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
16350,20203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16351,20204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16352,20205,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16353,20206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16354,20207,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16355,20208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16356,20209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16357,20210,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16358,20211,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16359,20212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16360,20213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16361,20214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16362,20215,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16363,20217,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16364,20218,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16365,20219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16366,20221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16367,20222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16368,20223,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16369,20224,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16370,20225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16371,20227,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
16372,20229,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16373,20231,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16374,20232,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16375,20233,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16376,20235,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16377,20236,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16378,20237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16379,20238,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16380,20239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16381,20240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16382,20241,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16383,20242,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16384,20243,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16385,20245,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16386,20250,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
16387,20251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16388,20252,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
16389,20253,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16390,20254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16391,20255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16392,20256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16393,20257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16394,20258,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16395,20259,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16396,20262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16397,20263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16398,20264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16399,20265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16400,20266,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
16401,20267,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16402,20268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16403,20269,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16404,20270,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16405,20271,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16406,20272,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
16407,20273,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16408,20274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16409,20275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16410,20277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16411,20278,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16412,20279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16413,20280,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16414,20281,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16415,20282,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16416,20283,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16417,20284,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16418,20285,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
16419,20286,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16420,20287,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16421,20288,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16422,20289,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
16423,20290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16424,20292,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16425,20293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16426,20294,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16427,20295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16428,20296,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
16429,20297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16430,20298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16431,20300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16432,20301,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16433,20302,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16434,20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16435,20304,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16436,20305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16437,20307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16438,20308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16439,20310,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16440,20311,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16441,20312,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
16442,20313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16443,20315,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16444,20316,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
16445,20317,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
16446,20318,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16447,20319,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16448,20320,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
16449,20321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16450,20322,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16451,20323,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16452,20324,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16453,20325,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16454,20326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16455,20327,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16456,20328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16457,20329,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16458,20332,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16459,20333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16460,20334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16461,20335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16462,20336,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16463,20337,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16464,20338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16465,20339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16466,20340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16467,20341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16468,20342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16469,20343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16470,20344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16471,20345,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
16472,20346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16473,20347,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16474,20348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16475,20349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16476,20350,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
16477,20352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16478,20353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16479,20354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16480,20355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16481,20356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16482,20357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16483,20358,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
16484,20360,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16485,20361,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16486,20363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16487,20364,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16488,20366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16489,20367,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16490,20368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16491,20369,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16492,20370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16493,20371,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16494,20372,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
16495,20373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16496,20374,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16497,20375,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
16498,20376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16499,20378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16500,20379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
